2878,"Inter-Island Air","","","UGL","UGLY VAN","United States","N"
2879,"Inter-Mountain Airways","","","IMA","INTER-MOUNTAIN","United States","N"
2880,"Inter-State Aviation","","","ITS","INTER-STATE","United States","N"
2881,"Interair South Africa","","D6","ILN","INLINE","South Africa","Y"
2882,"Interaire","","","NTE","INTERMEX","Mexico","N"
2883,"Interavia Airlines","","ZA","SUW","ASTAIR","Russia","Y"
2884,"Interaviatrans","","","IVT","INTERAVIA","Ukraine","N"
2885,"Intercontinental de Aviaci","","RS","ICT","CONTAVIA","Colombia","N"
2886,"Intercopters","","","ICP","CHOPER","Spain","N"
2887,"Interflight","","","IFT","INTERFLIGHT","United Kingdom","N"
2888,"Interflight (Learjet)","","","IJT","","United Kingdom","N"
2889,"Interfly","","","RFL","INFLY","Italy","N"
2890,"Interfreight Forwarding","","","IFF","INTERFREIGHT","Sudan","N"
2891,"Interguide Air","","","IGN","DIVINE AIR","Nigeria","N"
2892,"Interisland Airlines","","","ISN","TRI-BIRD","Philippines","N"
2893,"Interisland Airways Limited","","","IWY","ISLANDWAYS","Turks and Caicos Islands","N"
2894,"Interjet","","","MTF","INTERJET","Italy","N"
2895,"Interjet Helicopters","","","IHE","INTERCOPTER","Greece","N"
2896,"Interlink Airlines","","ID","ITK","INTERLINK","South Africa","Y"
2897,"International Air Cargo Corporation","","","IAK","AIR CARGO EGYPT","Egypt","N"
2898,"International Air Corporation","","","EXX","EXPRESS INTERNATIONAL","United States","N"
2899,"International Air Service","","","IAS","STARFLEET","United States","N"
2900,"International Air Services","","","IAX","INTERAIR SERVICES","Liberia","N"
2901,"International Business Air","","6I","IBZ","INTERBIZ","Sweden","N"
2902,"International Business Aircraft","","","IBY","CENTRAL STAGE","United States","N"
2903,"International Charter Services","","","ICS","INTERSERVI","Mexico","N"
2904,"International Charter Xpress","","","ICX","INTEX","United States","N"
2905,"International Committee of the Red Cross","","","RED","RED CROSS","Switzerland","N"
2906,"International Company for Transport","","","IIG","","Egypt","N"
2907,"International Flight Training Academy","","","IFX","IFTA","United States","N"
2908,"International Jet Aviation Services","","","IJA","I-JET","United States","N"
2909,"International Jet Charter","","","HSP","HOSPITAL","United States","N"
2910,"International SOS WIndhoek","","","RSQ","SKYMEDIC","Namibia","N"
2911,"International Sabilisation Assistance Force","","","ISF","","United Kingdom","N"
2912,"International Security Assistance Force","","","THN","ATHENA","Canada","N"
2913,"International Trans-Air","","","ITH","INTRANS NIGERIA","Nigeria","N"
2914,"Interport Corporation","","","IPT","INTERPORT","United States","N"
2915,"Intersky","","","IKY","GENERAL SKY","Bulgaria","N"
2916,"Intersky","","3L","ISK","INTERSKY","Austria","Y"
2917,"Interstate Airline","","I4","FWA","FREEWAYAIR","Netherlands","N"
2918,"Intervuelos","","","ITU","INTERLOS","Mexico","N"
2919,"Inversija","","","INV","INVER","Latvia","N"
2920,"Iona National Airways","","","IND","IONA","Ireland","N"
2921,"Iowa Airways","","","IOA","IOWA AIR","United States","N"
2922,"Iran Air","","IR","IRA","IRANAIR","Iran","Y"
2923,"Iran Aseman Airlines","","EP","IRC","","Iran","Y"
2924,"Iranair Tours","","","IRB","","Iran","N"
2925,"Naft Air Lines","","","IRG","NAFT","Iran","N"
2926,"Iraqi Airways","","IA","IAW","IRAQI","Iraq","Y"
2927,"Irbis Air","","","BIS","IRBIS","Kazakhstan","N"
2928,"Irish Air Corps","","","IRL","IRISH","Ireland","N"
2929,"Irish Air Transport","","","RDK","IRISH TRANS","Ireland","N"
2930,"Irish Aviation Authority","","","XMR","AUTHORITY","Ireland","N"
2931,"Irtysh Airlines","","","IRT","IRTYSH AIRLINES","Uzbekistan","N"
2932,"Irving Oil","","","XIA","","Canada","N"
2933,"Irving Oil Transport","","","KCE","KACEY","Canada","N"
2934,"Island Air","","","ISI","ISLANDMEX","Mexico","N"
2935,"Island Air Charters","","","ILF","ISLAND FLIGHT","United States","N"
2936,"Island Air Express","","","XYZ","RAINBIRD","United States","N"
2937,"Island Airlines","","IS","","","United States","Y"
2938,"Island Aviation","","","SOY","SORIANO","Philippines","N"
2939,"Island Aviation Services","","","DQA","","Maldives","N"
2940,"Island Aviation and Travel","","","IOM","ISLE AVIA","United Kingdom","N"
2941,"Island Express","","2S","SDY","SANDY ISLE","United States","N"
2942,"Cargo Plus Aviation","","8L","CGP","","United Arab Emirates","Y"
2943,"Island Helicopters","","","MTP","METROCOPTER","United States","N"
2944,"Island Link","","","ILC","","Japan","N"
2945,"Islandair Jersey","","","IAJ","JARLAND","United Kingdom","N"
2946,"Islands Nationair","","CN","","","Papua New Guinea","N"
2947,"Icebird Airline","","","ICB","ICEBIRD","Iceland","N"
2948,"Islas Airways","","IF","ISW","PINTADERA","Spain","Y"
2949,"Isle Grande Flying School","","","IGS","ISLA GRANDE","United States","N"
2950,"Islena De Inversiones","","WC","ISV","","Honduras","Y"
2951,"Isles of Scilly Skybus","","","IOS","SCILLONIA","United Kingdom","N"
2952,"Israel Aircraft Industries","","","IAI","ISRAEL AIRCRAFT","Israel","N"
2953,"Israeli Air Force","","","IAF","","Israel","N"
2954,"Israir","","6H","ISR","ISRAIR","Israel","Y"
2955,"Istanbul Airlines","","","IST","ISTANBUL","Turkey","N"
2956,"Itali Airlines","","9X","ACL","ITALI","Italy","N"
2957,"Italy First","","","IFS","RIVIERA","Italy","N"
2958,"Itek Air","","GI","IKA","ITEK-AIR","Kyrgyzstan","Y"
2959,"Ivoire Aero Services","","","IVS","IVOIRE AERO","Ivory Coast","N"
2960,"Ivoire Airways","","","IVW","IVOIRAIRWAYS","Ivory Coast","N"
2961,"Ivoire Jet Express","","","IJE","IVOIRE JET","Ivory Coast","N"
2962,"Iwamoto Crane Co Ltd","","","OIC","","Japan","N"
2963,"Ixair","","","IXR","X-BIRD","France","N"
2964,"Izair","","H9","IZM","IZMIR","Turkey","N"
2965,"Izhavia","","","IZA","IZHAVIA","Russia","N"
2966,"J C Bamford (Excavators)","","","JCB","JAYSEEBEE","United Kingdom","N"
2967,"J P Hunt Air Carriers","","","RFX","REFLEX","United States","N"
2968,"J-Air","","","JLJ","J AIR","Japan","N"
2969,"JAL Express","","JC","JEX","JANEX","Japan","Y"
2970,"JALways","","JO","JAZ","JALWAYS","Japan","Y"
2971,"JDAviation","","","JDA","JAY DEE","United Kingdom","N"
2972,"JDP Lux","","","JDP","RED PELICAN","Luxembourg","N"
2973,"JHM Cargo Expreso","","","JHM","","Costa Rica","N"
2974,"JM Family Aviation","","","TQM","TACOMA","United States","N"
2975,"JMC Airlines","","","JMC","JAYEMMSEE","United Kingdom","N"
2976,"JSC Transport Automated Information Systems","","1M","","","Russia","N"
2977,"JS Air","","","JSJ","JS CHARTER","Pakistan","N"
2978,"JS Aviation","","","JES","JAY-ESS AVIATION","Mexico","N"
2979,"Jackson Air Services","","","JCK","JACKSON","Canada","N"
2980,"Jade Cargo International","","","JAE","JADE CARGO","China","N"
2981,"Jamahiriya Airways","","","JAW","JAW","Libya","N"
2982,"Jambo Africa Airlines","","","JMB","JAMBOAFRICA","Democratic Republic of Congo","N"
2983,"Jana-Arka","","","JAK","YANZAR","Kazakhstan","N"
2984,"Janair","","","JAX","JANAIR","United States","N"
2985,"Japan Air Commuter","","","JAC","COMMUTER","Japan","N"
2986,"Japan Aircraft Service","","","JSV","","Japan","N"
2987,"Japan Airlines","JAL Japan Airlines","JL","JAL","JAPANAIR","Japan","Y"
2988,"Japan Airlines Domestic","","JL","JAL","J-BIRD","Japan","N"
2989,"Japan Asia Airways","","EG","JAA","ASIA","Japan","Y"
2990,"Japan Transocean Air","","NU","JTA","JAI OCEAN","Japan","Y"
2991,"Jat Airways","","JU","JAT","JAT","Serbia","Y"
2992,"Jatayu Airlines","","VJ","JTY","JATAYU","Indonesia","N"
2993,"Jazeera Airways","","J9","JZR","JAZEERA","Kuwait","Y"
2994,"Jeju Air","","7C","JJA","JEJU AIR","South Korea","Y"
2995,"Jenney Beechcraft","","","JNY","JENAIR","United States","N"
2996,"Jeppesen Data Plan","","","XLD","","United States","N"
2997,"Jeppesen UK","","","JPN","JETPLAN","United Kingdom","N"
2998,"Jet Air","","","JEA","JETA","Poland","N"
2999,"Jet Air Group","","","JSI","SISTEMA","Russia","N"
3000,"Jet Airways","","9W","JAI","JET AIRWAYS","India","Y"
3001,"Jet Airways","","QJ","","","United States","Y"
3002,"Jet Aspen Air Lines","","","JTX","JET ASPEN","United States","N"
3003,"Jet Aviation","","","PJS","JETAVIATION","Switzerland","N"
3004,"Jet Aviation Business Jets","","","BZF","BIZFLEET","United States","N"
3005,"Jet Center Flight Training","","","JCF","JET CENTER","Spain","N"
3006,"Jet Charter","","","JCT","JET CHARTER","United States","N"
3007,"Jetclub","","0J","","","Switzerland","N"
3008,"Jet Connection","","","JCX","JET CONNECT","Germany","N"
3009,"Jet Courier Service","","","DWW","DON JUAN","United States","N"
3010,"Jet East International","","","JED","JET EAST","United States","N"
3011,"Jet Executive International Charter","","","JEI","JET EXECUTIVE","Germany","N"
3012,"Jet Fighter Flights","","","RZA","RAZOR","Australia","N"
3013,"Jet Freighters","","","CFT","CASPER FREIGHT","United States","N"
3014,"Jet G&D Aviation","","","JGD","JET GEE-AND-DEE","Israel","N"
3015,"Jet Line International","","","MJL","MOLDJET","Moldova","N"
3016,"Jet Link","","","JEK","JET OPS","Israel","N"
3017,"Jet Link Aviation","","","HTL","HEARTLAND","United States","N"
3018,"Jet Norte","","","JNR","JET NORTE","Mexico","N"
3019,"Jet Rent","","","JRN","JET RENT","Mexico","N"
3020,"Jet Service","","","JDI","JEDI","Poland","N"
3021,"Jetstar Asia Airways","","3K","JSA","JETSTAR ASIA","Singapore","Y"
3022,"Jet Stream","","","JSM","JET STREAM","Moldova","N"
3023,"Jet Trans Aviation","","","JTC","JETRANS","Ghana","N"
3024,"Jet-2000","","","JTT","MOSCOW JET","Russia","N"
3025,"Jet-Ops","","","OPS","OPS-JET","United Arab Emirates","N"
3026,"Jet2.com","","LS","EXS","CHANNEX","United Kingdom","Y"
3027,"Jet4You","","8J","JFU","ARGAN","Morocco","Y"
3028,"JetAfrica Swaziland","","","OSW","BEVO","Swaziland","N"
3029,"JetBlue Airways","","B6","JBU","JETBLUE","United States","Y"
3030,"JetConnect","","","QNZ","QANTAS JETCONNECT","New Zealand","N"
3031,"JetMagic","","","JMG","JET MAGIC","Ireland","N"
3032,"Jetairfly","","JF","JAF","BEAUTY","Belgium","Y"
3033,"Jetall Holdings","","","JTL","FIREFLY","Canada","N"
3034,"Jetalliance","","","JAG","JETALLIANCE","Austria","N"
3035,"Jetclub","","0J","JCS","JETCLUB","Switzerland","N"
3036,"Jetcorp","","","UEJ","JETCORP","United States","N"
3037,"Jetcraft Aviation","","","JCC","JETCRAFT","Australia","N"
3038,"Jetex Aviation","","","JXA","","Lebanon","N"
3039,"Jetflite","","","JEF","JETFLITE","Finland","Y"
3040,"Jetfly Airlines","","","JFL","LINEFLYER","Austria","N"
3041,"Jetgo International","","","JIC","JIC-JET","Thailand","N"
3042,"Jetlink Express","","","JLX","KEN JET","Kenya","N"
3043,"Jetlink Holland","","","JLH","","Netherlands","N"
3044,"Jetnova de Aviacion Ejecutiva","","","JNV","JETNOVA","Spain","N"
3045,"Jetpro","","","JPO","JETPRO","Mexico","N"
3046,"Jetran Air","","","MDJ","JETRAN AIR","Romania","N"
3047,"Jetrider International","","","JRI","JETRIDER","United Kingdom","N"
3048,"Jets Ejecutivos","","","JEJ","MEXJETS","Mexico","N"
3049,"Jets Personales","","","JEP","JET PERSONALES","Spain","N"
3050,"Jets Y Servicios Ejecutivos","","","JSE","SERVIJETS","Mexico","N"
3051,"JetsGo","","SG","JGO","JETSGO","Canada","N"
3052,"Jetstar Airways","","JQ","JST","JETSTAR","Australia","Y"
3053,"Jetstream Air","","","JSH","STREAM-AIR","Hungary","N"
3054,"Jetstream Executive Travel","","","JXT","VANNIN","United Kingdom","N"
3055,"Jett Paqueteria","","","JPQ","JETT PAQUETERIA","Mexico","N"
3056,"Jett8 Airlines Cargo","","JX","JEC","","Singapore","N"
3057,"Jettime","","","JTG","JETTIME","Denmark","N"
3058,"Jettrain Corporation","","","JTN","JETTRAIN","United States","N"
3059,"Jetways of Iowa","","","JWY","JETWAYS","United States","N"
3060,"Jetx Airlines","","GX","JXX","JETBIRD","Iceland","N"
3061,"Jibair","","","JIB","JIBAIRLINE","Djibouti","N"
3062,"Jigsaw Project","","","JSW","JIGSAW","United Kingdom","N"
3063,"Jim Hankins Air Service","","","HKN","HANKINS","United States","N"
3064,"Jim Ratliff Air Service","","","RAS","SHANHIL","United States","N"
3065,"Joanas Avialinijos","","","JDG","LADYBLUE","Lithuania","N"
3066,"Job Air","","","JBR","JOBAIR","Czech Republic","N"
3067,"Johnson Air","","","JHN","AIR JOHNSON","United States","N"
3068,"Johnsons Air","","","JON","JOHNSONSAIR","Ghana","N"
3069,"Johnston Airways","","","JMJ","JOHNSTON","United States","N"
3070,"Joint Military Commission","","","JMM","JOICOMAR","Sudan","N"
3071,"Jomartaxi Aereo","","","JMT","JOMARTAXI","Mexico","N"
3072,"Jonsson","","","ODI","","Iceland","N"
3073,"Jordan Aviation","","R5","JAV","JORDAN AVIATION","Jordan","N"
3074,"Jordan International Air Cargo","","","JCI","","Jordan","N"
3075,"Jorvik","","","JVK","ISLANDIC","Iceland","N"
3076,"Ju-Air","","","JUR","JUNKERS","Switzerland","N"
3077,"Juanda Flying School","","","JFS","JAEMCO","Indonesia","N"
3078,"Juba Cargo Services & Aviation Company","","","JUC","JUBA CARGO","Sudan","N"
3079,"Jubba Airways","","","JUB","JUBBA","Somali Republic","N"
3080,"Jubilee Airways","","","DKE","DUKE","United Kingdom","N"
3081,"Juneyao Airlines","","HO","DKH","JUNEYAO AIRLINES","China","Y"
3082,"Justair Scandinavia","","","MEY","MELODY","Sweden","N"
3083,"Justice Prisoner and Alien Transportation System","","","DOJ","JUSTICE","United States","N"
3084,"K D Air Corporation","","","KDC","KAY DEE","Canada","N"
3085,"K S Avia","","","KSA","SKY CAMEL","Latvia","N"
3086,"K-Mile Air","","","KMI","KAY-MILE AIR","Thailand","N"
3087,"KD Avia","","KD","KNI","KALININGRAD AIR","Russia","Y"
3088,"KLM Cityhopper","","WA","KLC","CITY","Netherlands","Y"
3089,"KLM Helicopter","","","KLH","KLM HELI","Netherlands","N"
3090,"KLM Royal Dutch Airlines","","KL","KLM","KLM","Netherlands","Y"
3091,"Kabo Air","","N2","QNK","KABO","Nigeria","N"
3092,"Kahama Mining Corporation","","","KMC","KAHAMA","Tanzania","N"
3093,"Kaiser Air","","","KAI","KAISER","United States","N"
3094,"Kalitta Air","","K4","CKS","CONNIE","United States","N"
3095,"Kalitta Charters","","","KFS","KALITTA","United States","N"
3096,"Kallat El Saker Air Company","","","KES","KALLAT EL SKER","Libya","N"
3097,"Kam Air","","RQ","KMF","KAMGAR","Afghanistan","Y"
3098,"Kampuchea Airlines","","E2","KMP","KAMPUCHEA","Cambodia","N"
3099,"Kanaf-Arkia Airlines","","","KIZ","","Israel","N"
3100,"Kanfey Ha'emek Aviation","","","KHE","KANFEY HAEMEK","Israel","N"
3101,"Kansas State University","","","KSU","K-STATE","United States","N"
3102,"Karat","","V2","AKT","AVIAKARAT","Russia","N"
3103,"Karibu Airways Company","","","KRB","KARIBU AIR","Tanzania","N"
3104,"Karlog Air Charter","","","KLG","KARLOG","Denmark","N"
3105,"Karthago Airlines","","","KAJ","KARTHAGO","Tunisia","N"
3106,"Kartika Airlines","","","KAE","KARTIKA","Indonesia","N"
3107,"Kata Transportation","","","KTV","KATAVIA","Sudan","N"
3108,"Katekavia","","","KTK","KATEKAVIA","Russia","N"
3109,"Kato Airline","","","KAT","KATO-AIR","Norway","N"
3110,"Kavminvodyavia","","KV","MVD","AIR MINVODY","Russia","Y"
3111,"Kavouras Inc","","","XKA","","United States","N"
3112,"Kaz Agros Avia","","","KRN","ANTOL","Kazakhstan","N"
3113,"Kaz Air West","","","KAW","KAZWEST","Kazakhstan","N"
3114,"Kazan Aviation Production Association","","","KAO","KAZAVAIA","Russia","N"
3115,"Kazan Helicopters","","","KPH","KAMA","Russia","N"
3116,"Kazavia","","","KKA","KAKAIR","Kazakhstan","N"
3117,"Kazaviaspas","","","KZS","SPAKAZ","Kazakhstan","N"
3118,"Keenair Charter -","","","JFK","KEENAIR","United Kingdom","N"
3119,"Kelix Air","","","KLX","KELIX","Nigeria","N"
3120,"Kelner Airways","","","FKL","KELNER","Canada","N"
3121,"Kelowna Flightcraft Air Charter","","","KFA","FLIGHTCRAFT","Canada","N"
3122,"Kendell Airlines","","","KDA","KENDELL","Australia","Y"
3123,"Kenmore Air","","M5","KEN","KENMORE","United States","Y"
3124,"Kenn Borek Air","","","KBA","BOREK AIR","Canada","N"
3125,"Kent Aviation","","","KAH","DEKAIR","Canada","N"
3126,"Kenya Airways","","KQ","KQA","KENYA","Kenya","Y"
3127,"Kevis","","","KVS","KEVIS","Kazakhstan","N"
3128,"Key Airlines","","","KEY","KEY AIR","United States","N"
3129,"Key Lime Air","","","LYM","KEY LIME","United States","N"
3130,"Keystone Aerial Surveys","","","FTP","FOOTPRINT","United States","N"
3131,"Keystone Air Services","","BZ","KEE","KEYSTONE","Canada","N"
3132,"Khalifa Airways","","","KZW","KHALIFA AIR","Algeria","N"
3133,"Kharkov Aircraft Manufacturing Company","","","WKH","WEST-KHARKOV","Ukraine","N"
3134,"Khazar","","","KHR","KHAZAR","Turkmenistan","N"
3135,"Khoezestan Photros Air Lines","","","KHP","PHOTROS AIR","Iran","N"
3136,"Khoriv-Avia","","","KRV","KHORIV-AVIA","Ukraine","N"
3137,"Khors Aircompany","","","KHO","AIRCOMPANY KHORS","Ukraine","N"
3138,"Khyber Afghan Airlines","","","KHY","KHYBER","Afghanistan","N"
3139,"Kiev Aviation Plant","","","UAK","AVIATION PLANT","Ukraine","N"
3140,"King Aviation","","","KNG","KING","United Kingdom","N"
3141,"Kingfisher Air Services","","","BEZ","SEA BREEZE","United States","N"
3142,"Kingfisher Airlines","","IT","KFR","KINGFISHER","India","Y"
3143,"Knighthawk Air Express","","","KNX","KNIGHT FLIGHT","Canada","N"
3144,"Kingston Air Services","","","KAS","KINGSTON AIR","Canada","N"
3145,"Kinnarps","","","KIP","KINNARPS","Sweden","N"
3146,"Kinshasa Airways","","","KNS","KINSHASA AIRWAYS","Democratic Republic of the Congo","N"
3147,"Kirov Air Enterprise","","","KTA","VYATKA-AVIA","Russia","N"
3148,"Kish Air","","Y9","IRK","KISHAIR","Iran","Y"
3149,"Kitty Hawk Aircargo","","","KHA","AIR KITTYHAWK","United States","N"
3150,"Kitty Hawk Airways","","","KHC","CARGO HAWK","United States","N"
3151,"Kiwi International Air Lines","","KP","KIA","KIWI AIR","United States","N"
3152,"Knight Air","","","KNA","KNIGHTAIR","Canada","N"
3153,"Knighthawk Express","","","KHX","RIZZ","United States","N"
3154,"Knights Airlines","","","KGT","KNIGHT-LINER","Nigeria","N"
3155,"Koanda Avacion","","","KOA","KOANDA","Spain","N"
3156,"Koda International","","","OYE","KODA AIR","Nigeria","N"
3157,"Kogalymavia Air Company","","7K","KGL","KOGALYM","Russia","Y"
3158,"Kom Activity","","","KOM","COMJET","Netherlands","N"
3159,"Komiaviatrans State Air Enterprise","","","KMA","KOMI AVIA","Russia","N"
3160,"Komiinteravia","","8J","KMV","KOMIINTER","Russia","N"
3161,"Komsomolsk-on-Amur Air Enterprise","","","KNM","KNAAPO","Russia","N"
3162,"Koob-Corp - 96 KFT","","","KOB","AUTOFLEX","Hungary","N"
3163,"Korean Air","","KE","KAL","KOREANAIR","South Korea","Y"
3164,"Kosmas Air","","","KMG","KOSMAS CARGO","Serbia","N"
3165,"Kosmos","","","KSM","KOSMOS","Russia","Y"
3166,"Kosova Airlines","","","KOS","KOSOVA","Serbia","N"
3167,"Kovar Air","","","WOK","WOKAIR","Czech Republic","N"
3168,"Krasnojarsky Airlines","","7B","KJC","KRASNOJARSKY AIR","Russia","Y"
3169,"Kremenchuk Flight College","","","KFC","KREMENCHUK","Ukraine","N"
3170,"Krimaviamontag","","","KRG","AVIAMONTAG","Ukraine","N"
3171,"Kroonk Air Agency","","","KRO","KROONK","Ukraine","N"
3172,"Krylo Airlines","","K9","KRI","Krylo","Russia","N"
3173,"Krym","","","KYM","CRIMEA AIR","Ukraine","N"
3174,"Krystel Air Charter","","","OPC","OPTIC","United Kingdom","N"
3175,"Kuban Airlines","","GW","KIL","AIR KUBAN","Russia","Y"
3176,"Kunpeng Airlines","","VD","KPA","KUNPENG","China","N"
3177,"Kurzemes Avio","","","KZA","","Russia","N"
3178,"Kustbevakningen","","","KBV","SWECOAST","Sweden","N"
3179,"Kuwait Airways","","KU","KAC","KUWAITI","Kuwait","Y"
3180,"Kuzu Airlines Cargo","","GO","KZU","KUZU CARGO","Turkey","Y"
3181,"Kvadro Aero","","","QVR","PEGASO","Kyrgyzstan","N"
3182,"Kwena Air","","","KWN","KWENA","South Africa","N"
3183,"Kyrgyz Airlines","","N5","KGZ","BERMET","Kyrgyzstan","N"
3184,"Kyrgyz Trans Avia","","","KTC","DINARA","Kyrgyzstan","N"
3185,"Kyrgyzstan","","QH","LYN","ALTYN AVIA","Kyrgyzstan","N"
3186,"Kyrgyzstan Airlines","","R8","KGA","KYRGYZ","Kyrgyzstan","N"
3187,"Kyrgyzstan Department of Aviation","","","DAM","FLIGHT RESCUE","Kyrgyzstan","N"
3188,"Kyrgz General Aviation","","","KGB","KEMIN","Kyrgyzstan","N"
3189,"Kibris T","","KY","KYV","AIRKIBRIS","Turkey","N"
3190,"L A Helicopter","","","LAH","STAR SHIP","United States","N"
3191,"L J Aviation","","","LJY","ELJAY","United States","N"
3192,"L R Airlines","","","LRB","LADY RACINE","Czech Republic","N"
3193,"L&L Flygbildteknik","","","PHO","PHOTOFLIGHT","Sweden","N"
3194,"L'Express","","","LEX","LEX","United States","N"
3195,"L-3 Communications Flight Internation Aviation","","","FNT","FLIGHT INTERNATIONAL","United States","N"
3196,"L.A.B. Flying Service","","JF","LAB","LAB","United States","N"
3197,"LACSA","","LR","LRC","LACSA","Costa Rica","Y"
3198,"LADE - Lineas Aereas Del Estado","","","LDE","LADE","Argentina","N"
3199,"LAI - Linea Aerea IAACA","","KG","BNX","AIR BARINAS","Venezuela","N"
3200,"LAN Airlines","","LA","LAN","LAN","Chile","Y"
3201,"LAN Argentina","","4M","DSM","LAN AR","Argentina","Y"
3202,"LAN Cargo","","","LCO","LAN CARGO","Chile","N"
3203,"LAN Dominica","","","LNC","LANCANA","Dominican Republic","N"
3204,"LAN Express","","LU","LXP","LANEX","Chile","Y"
3205,"LAN Peru","","LP","LPE","LANPERU","Peru","Y"
3206,"LANSA","","","LSA","INTERNACIONAL","Dominican Republic","N"
3207,"LAP Colombia - Lineas Aereas Petroleras","","","APT","","Colombia","N"
3208,"LASTP","","","OTN","LASTP","S","N"
3209,"LC Busre","","","LCB","BUSRE","Peru","N"
3210,"LOT Polish Airlines","","LO","LOT","POLLOT","Poland","Y"
3211,"LTE International Airways","","XO","LTE","FUN JET","Spain","Y"
3212,"LTU Austria","","L3","LTO","BILLA TRANSPORT","Austria","Y"
3213,"LTU International","","LT","LTU","LTU","Germany","Y"
3214,"LTV Jet Fleet Corporation","","","JFC","JET-FLEET","United States","N"
3215,"LUKoil-Avia","","","LUK","LUKOIL","Russia","N"
3216,"La Ronge Aviation Services","","","ASK","AIR SASK","Canada","N"
3217,"La Valenciana Taxi Aereo","","","LVT","TAXIVALENCIANA","Mexico","N"
3218,"Labcorp","","","SKQ","SKYLAB","United States","N"
3219,"Labrador Airways","","","LAL","LAB AIR","Canada","N"
3220,"Lagun Air","","N6","JEV","","Spain","N"
3221,"Lake Havasu Air Service","","","HCA","HAVASU","United States","N"
3222,"Lakeland Aviation","","","LKL","LAKELAND","United States","N"
3223,"Laker Airways","","","LKR","LAKER","United States","N"
3224,"Laker Airways (Bahamas)","","","LBH","LAKER BAHAMAS","United States","N"
3225,"Lamra","","","LMR","LAMAIR","Sudan","N"
3226,"Lanaes Aereas Trans Costa Rica","","","TCR","TICOS","Costa Rica","N"
3227,"Landsflug","","","ISL","ISLANDIA","Iceland","N"
3228,"Langtry Flying Group","","","PAP","PROFLIGHT","United Kingdom","N"
3229,"Lankair","","IK","LKN","Lankair","Sri Lanka","N"
3230,"Lanza Air","","","LZA","AEROLANZA","Spain","N"
3231,"Lanzarote Aerocargo","","","LZT","BARAKA","Spain","N"
3232,"Lao Air Company","","","LLL","LAVIE","Lao Peoples Democratic Republic","N"
3233,"Lao Airlines","","QV","LAO","LAO","Lao Peoples Democratic Republic","Y"
3234,"Lao Capricorn Air","","","LKA","NAKLOA","Lao Peoples Democratic Republic","N"
3235,"Laoag International Airlines","","L7","LPN","LAOAG AIR","Philippines","N"
3236,"Laredo Air","","","LRD","LAREDO AIR","United States","N"
3237,"LatCharter","","","LTC","LATCHARTER","Latvia","Y"
3238,"Latvian Air Force","","","LAF","LATVIAN AIRFORCE","Latvia","N"
3239,"Lauda Air","","NG","LDA","LAUDA AIR","Austria","Y"
3240,"Lauda Air Italy","","","LDI","LAUDA ITALY","Italy","N"
3241,"Laughlin Express","","","LEP","LAUGHLIN EXPRESS","United States","N"
3242,"Laus","","","LSU","LAUS AIR","Croatia","N"
3243,"Lawrence Aviation","","","LAR","LAWRENCE","United States","N"
3244,"Layang-Layang Aerospace","","","LAY","LAYANG","Malaysia","N"
3245,"Lease-a-Plane International","","","LPL","LEASE-A-PLANE","United States","N"
3246,"Lebanese Air Transport","","LQ","LAQ","LAT","Lebanon","N"
3247,"Lebanese Air Transport (Charter)","","","LAT","LEBANESE AIR","Lebanon","N"
3248,"Lebanon Airport Development Corporation","","","LAD","LADCO-AIR","United States","N"
3250,"Leconte Airlines","","","LCA","LECONTE","United States","N"
3251,"Leeward Islands Air Transport","","LI","LIA","LIAT","Antigua and Barbuda","Y"
3252,"Legend Airlines","","","LGD","LEGENDARY","United States","N"
3253,"Leisure Air","","","LWD","LEISURE WORLD","United States","N"
3254,"Lentini Aviation","","","LEN","LENTINI","United States","N"
3255,"Leo-Air","","","LOR","LEO CHARTER","South Africa","N"
3256,"Leonsa De Aviacion","","","LEL","LEONAVIA","Spain","N"
3257,"Libyan Airlines","","","LYW","LIBYAN AIRWAYS","Libya","N"
3258,"Libyan Arab Airlines","","LN","LAA","LIBAIR","Libya","Y"
3259,"Libyan Arab Air Cargo","","","LCR","LIBAC","Libya","N"
3260,"Lid Air","","","LIQ","","Sweden","N"
3261,"Lignes Aeriennes Congolaises","","","LCG","CONGOLAISE","Democratic Republic of the Congo","N"
3262,"Lignes Aeriennes Du Tchad","","","LKD","LATCHAD","Chad","N"
3263,"Lignes Mauritaniennes Air Express","","","LME","LIMAIR EXPRESS","Mauritania","N"
3264,"Lignes Nationales Aeriennes - Linacongo","","","GCB","LINACONGO","Republic of the Congo","N"
3265,"Lincoln Air National Guard","","","GDQ","","United States","N"
3266,"Lincoln Airlines","","","LRT","","Australia","N"
3267,"Lindsay Aviation","","","LSY","LINDSAY AIR","United States","N"
3268,"Linea Aerea Costa Norte","","","NOT","COSTA NORTE","Chile","N"
3269,"Linea Aerea Mexicana de Carga","","","LMC","LINEAS DECARGA","Mexico","N"
3270,"Linea Aerea SAPSA","","L7","LNP","SAPSA","Chile","N"
3271,"Linea Aerea de Fumig Aguas Negras","","","NEG","AGUAS NEGRAS","Chile","N"
3272,"Linea Aerea de Servicio Ejecutivo Regional","","8z","LER","LASER","Venezuela","N"
3273,"Linea De Aeroservicios","","","LSE","","Chile","N"
3274,"Linea Turistica Aerotuy","","LD","TUY","AEREOTUY","Venezuela","N"
